,0,1,2,3,0
0,123.3499984741211,123.83999633789062,122.43000030517578,123.76000213623047,0.0
1,163.08999633789062,163.4199981689453,161.1300048828125,161.27000427246094,0.0
2,111.20999908447266,111.8499984741211,111.0,111.83999633789062,0.0
3,160.47999572753906,161.77000427246094,160.22000122070312,161.27999877929688,0.0
4,98.7699966430664,99.0999984741211,97.7699966430664,98.25,0.0
5,130.36000061035156,130.72000122070312,129.19000244140625,129.24000549316406,0.0
6,134.85000610351562,135.3000030517578,134.63999938964844,135.08999633789062,0.0
7,113.43000030517578,114.80999755859375,113.41999816894531,114.69999694824219,0.0
8,283.2900085449219,285.54998779296875,282.57000732421875,284.79998779296875,0.0
9,289.69000244140625,290.2699890136719,286.2200012207031,287.82000732421875,0.0
10,111.19000244140625,111.25,109.86000061035156,109.98999786376953,0.0
11,450.9700012207031,453.07000732421875,450.7099914550781,452.2300109863281,0.0
12,109.80000305175781,110.61000061035156,108.94999694824219,109.98999786376953,0.0
13,466.05999755859375,469.57000732421875,465.19000244140625,469.44000244140625,0.0
14,116.04000091552734,116.43000030517578,115.62999725341797,115.87999725341797,0.0
15,136.02000427246094,137.25,135.66000366210938,137.0500030517578,0.0
16,212.16000366210938,213.58999633789062,211.2100067138672,213.00999450683594,0.0
17,152.5800018310547,153.22999572753906,152.5,152.5399932861328,0.0
18,286.7799987792969,287.4599914550781,286.010009765625,287.17999267578125,0.0
19,139.2899932861328,140.58999633789062,138.25999450683594,138.25999450683594,0.0
20,115.08000183105469,115.12999725341797,114.23999786376953,114.7300033569336,0.0
21,121.08000183105469,121.83999633789062,120.94000244140625,121.4000015258789,0.0
22,267.739990234375,268.3900146484375,267.29998779296875,267.5799865722656,0.0
23,273.0899963378906,275.3299865722656,271.25,272.05999755859375,0.0
24,106.51000213623047,107.0199966430664,105.77999877929688,106.0,0.0
25,180.16000366210938,182.44000244140625,180.0399932861328,181.97999572753906,0.0
26,292.7900085449219,293.1600036621094,292.07000732421875,292.2300109863281,0.0
27,255.1699981689453,259.3999938964844,249.35000610351562,251.25999450683594,0.0
28,210.58999633789062,211.32000732421875,209.36000061035156,210.58999633789062,0.0
29,196.57000732421875,196.67999267578125,194.89999389648438,195.08999633789062,0.0
30,129.11000061035156,129.47999572753906,128.75999450683594,129.41000366210938,0.0
31,91.91000366210938,92.56999969482422,91.41000366210938,91.91000366210938,0.0
32,145.625,146.984375,145.3125,145.5625,0.0
33,124.44000244140625,124.93000030517578,123.88999938964844,124.0999984741211,0.0
34,86.2699966430664,87.02999877929688,82.44999694824219,83.11000061035156,0.0
35,135.0800018310547,136.25,134.3699951171875,135.6999969482422,0.0
36,90.16000366210938,91.08000183105469,89.5999984741211,90.12000274658203,0.0
37,114.80999755859375,114.83999633789062,113.9000015258789,114.63999938964844,0.0
38,110.05000305175781,111.63999938964844,109.81999969482422,111.44000244140625,0.0
39,270.30999755859375,271.1700134277344,267.760009765625,269.0199890136719,0.0
40,115.41999816894531,116.94999694824219,115.27999877929688,116.37999725341797,0.0
41,111.22000122070312,111.5199966430664,110.83999633789062,111.27999877929688,0.0
42,90.29000091552734,92.44999694824219,85.80999755859375,91.69000244140625,0.0
43,209.05999755859375,210.25,208.9600067138672,209.85000610351562,0.0
44,132.86000061035156,133.16000366210938,130.74000549316406,131.42999267578125,0.0
45,130.5,131.13999938964844,130.3000030517578,130.39999389648438,0.0
46,99.66000366210938,100.62000274658203,90.25,90.69999694824219,0.0
47,209.47999572753906,211.3300018310547,208.72999572753906,211.24000549316406,0.0
48,140.4199981689453,141.33999633789062,140.16000366210938,140.99000549316406,0.0
49,105.66000366210938,106.87999725341797,105.44000244140625,106.8499984741211,0.0
50,146.30999755859375,146.47000122070312,144.57000732421875,145.7899932861328,0.0
51,117.05999755859375,117.55000305175781,116.76000213623047,116.97000122070312,0.0
52,94.05999755859375,94.31999969482422,93.54000091552734,94.12999725341797,0.0
53,98.22000122070312,99.08999633789062,98.0199966430664,98.5199966430664,0.0
54,141.28125,142.25,140.375,141.0625,0.0
55,121.30999755859375,121.48999786376953,119.05000305175781,119.05000305175781,0.0
56,211.30999755859375,213.33999633789062,210.6300048828125,212.77999877929688,0.0
57,88.75,89.37999725341797,87.94999694824219,88.70999908447266,0.0
58,164.47000122070312,165.3800048828125,163.97999572753906,165.30999755859375,0.0
59,202.38999938964844,203.25999450683594,201.63999938964844,203.14999389648438,0.0
60,290.82000732421875,290.8599853515625,289.0299987792969,289.3399963378906,0.0
